,Name,Team,Sample 0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Mean,Std,Median,5th,16th,84th,95th
321,Rory Laird,Adelaide,1.9384648309989154,1.9435982401682221,1.8535163462632636,2.051830682968424,1.8942898860600712,1.9817973530305393,1.9381433905152197,1.8033334644810806,1.892625260940139,1.962951504877317,1.8847523340072445,1.9223002994827671,0.067004342360527,1.9381433905152197,1.825915761283063,1.8719455790322124,1.9706783026201382,2.0203156844963757
626,Mark Keane,Adelaide,1.302255210823068,1.3304842914904753,1.2767156105223088,1.2505280695908687,1.3295088189049749,1.2807458124599735,1.2896426605193392,1.2581766457455497,1.2560528113429208,1.2227921663995562,1.336044649893791,1.2848133406993478,0.03698190799125603,1.2807458124599735,1.235273322835647,1.2537876672245793,1.32990876266503,1.3335424886122988
317,Josh Worrell,Adelaide,1.1177252284739876,1.033716018525325,1.1056389141582201,1.120436659924174,0.8959608675653971,1.007663500998588,1.083540636119495,1.013770934868276,1.0604945246254758,1.072175723516242,1.0691122264365704,1.0527486577465226,0.06461494254542462,1.0691122264365704,0.9462270526103329,1.0112668869817039,1.1105943030276848,1.11921651577159
556,Daniel Curtin,Adelaide,1.0517415858394492,1.0853631923329443,1.029499808941578,1.0247186780445765,1.0361784721835399,1.0166853205489486,0.9973875405419331,1.0651709345117868,1.071501209591194,1.094004482590862,1.036223082417803,1.0462249370495103,0.03007301126543954,1.036223082417803,1.00607154154509,1.021425001471369,1.0771846225153117,1.090115901974799
316,Alex Neal-Bullen,Adelaide,0.6798301992804918,0.7337184769443147,0.7576652002093128,0.8064002477874493,0.7356295090145617,0.6638016191817012,0.7350326301253958,0.7510428136088215,0.7474305165908288,0.8172469002596209,0.6924352235295451,0.738203030593822,0.04754157299621605,0.7356295090145617,0.671014480226157,0.6872671635874332,0.7776465697163488,0.8123659066471437
320,Brayden Cook,Adelaide,0.6481372854347345,0.712930434732479,0.6534255173131217,0.7076690428354004,0.6112119410594918,0.6806960052556451,0.7239663861936726,0.7355175625771356,0.7327352353796259,0.7649869264510438,0.6447811917547751,0.6923688662715568,0.04783327221638666,0.7076690428354004,0.6263181038723693,0.6467612870259511,0.733875989530605,0.7517257127077851
329,Ben Keays,Adelaide,0.510891385461829,0.5619707260665746,0.5802619995539688,0.5597695382515492,0.5209819822608265,0.4770061391719637,0.5141878697268919,0.6098149207735728,0.5442378168540628,0.6477493033388918,0.49606940640165564,0.547540098896526,0.05113176384414865,0.5442378168540628,0.4855846094253251,0.5048143740471579,0.5923786972540065,0.6306788311844982
327,Jake Soligo,Adelaide,0.4000477944266675,0.4463780591057126,0.4634413888832346,0.478926514082268,0.4651623679591979,0.4076283875086372,0.397318559903967,0.42373317918415443,0.4735794100035244,0.4945458455410296,0.41703845418760566,0.44252726916236357,0.03468257785789416,0.4463780591057126,0.3985467154391822,0.40452034434502965,0.47577172267580925,0.4875171463845869
334,Jordon Butts,Adelaide,0.16417401086893912,0.1822337555991211,0.1922025507504338,0.17191763486751294,0.17285309434162383,0.19860193077836777,0.19707934842699323,0.18207615467206317,0.1960217566098749,0.19676134139324838,0.1988347166576965,0.18661420863326136,0.01254577062019748,0.1922025507504338,0.16765864166829733,0.17246955595723837,0.19770360719105678,0.19872996301199858
632,Billy Dowling,Adelaide,0.1493646000023782,0.1638776264385644,0.17819328150060584,0.18720305019679942,0.14032759347404572,0.1307724338909209,0.1394204145552867,0.17473925829642542,0.18123564603438616,0.17171490460469202,0.1465347511113279,0.16030759637322115,0.019620479689029,0.1638776264385644,0.13466402518988552,0.13995565011735453,0.17944065095945577,0.18451771832371344
335,Toby Murray,Adelaide,0.12682290312876493,0.16041696054167032,0.17063088367545826,0.14733167616282802,0.2030486729643743,0.14883467676300163,0.14238337720004465,0.18085306328515857,0.1630196681366395,0.18508738446509726,0.16531889542436481,0.1630680147043093,0.021588631523786265,0.1630196681366395,0.1338251164608408,0.14530287358808686,0.18258913496893345,0.1949660931396996
453,Luke Nankervis,Adelaide,0.12208196393020644,0.1506771259200881,0.14648364510534215,0.15443679328391452,0.13248447698176286,0.13366558332469836,0.14057167668571305,0.1467988033086962,0.17609002350325437,0.13719084209000534,0.14370829851423156,0.1440172029679921,0.014054499906281144,0.14370829851423156,0.12676309480340683,0.1331813297240948,0.15221858953925693,0.16634606990455142
601,Hugo Hall-Kahan,Adelaide,0.11267281146199683,0.1507380345942406,0.14494824335770043,0.17624411912947316,0.12238823230471019,0.12613281826316425,0.1539002081309538,0.12816549685026432,0.1875686549762059,0.13516783289610076,0.12957032023975953,0.1424997065640518,0.02315624619577591,0.13516783289610076,0.11704475084121783,0.12459753802019809,0.16306121164034673,0.18247261384517616
489,James Borlase,Adelaide,0.0952565229981383,0.1255650203003053,0.13256541130173016,0.12659063445986782,0.12385612874668994,0.08401251659268016,0.13728363605598143,0.10312395618037871,0.13162372481238263,0.101396316216806,0.0962011421179124,0.11431590998026114,0.018520865915241977,0.12385612874668994,0.08907231947513633,0.09581384827880503,0.1320098162730151,0.13516043491656834
