,Name,Team,Sample 0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Mean,Std,Median,5th,16th,84th,95th
443,Christopher Scerri,Fremantle,0.00388356213516049,0.012060961980995514,0.015037907600424703,0.006337714682503658,0.0007897921521453464,0.0036396010261569756,0.014262537413430731,0.016014161789162575,0.025591985109696274,0.006207740408977755,0.008482811228317863,0.01020988868427017,0.007206814153916848,0.008482811228317863,0.0020722061454505796,0.0037835380804690493,0.01543817181780723,0.0212819646154561
550,Jeremy Sharp,Fremantle,0.0,0.0,0.0009211683307156612,0.0016236164764823434,0.0,0.0,0.0024654159444178615,0.001506417003954538,0.004229719608370949,0.0031372668316742352,0.0,0.0012621458359650534,0.0014846577868279755,0.0009211683307156612,0.0,0.0,0.0027408748081929747,0.0037381158588574263
301,Brandon Walker,Fremantle,0.0,0.0030419953327129362,0.0,0.0,0.0,0.0,0.0,0.0047813539954745165,0.0,0.0003087148390010242,0.0,0.000739278560653498,0.0016185958665907267,0.0,0.0,0.0,0.0014293598414229086,0.003998642597231803
666,Bailey Banfield,Fremantle,0.0,0.0008263389681843148,0.0,0.0,0.0,0.000731635714345712,0.0,0.001310352626212975,0.0,0.0,0.0,0.0002607570280675456,0.00046767664142188163,0.0,0.0,0.0,0.0007704640484195392,0.0010925464801000773
667,Tobyn Murray,Fremantle,0.0,0.0005229257266562168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7538702423292435e-05,0.00015766803895841998,0.0,0.0,0.0,0.0,0.00028760914966091867
78,Bailey Smith,Geelong,29.47343144066882,28.48929032528061,29.3447205872483,29.066473493429868,29.384712300800025,29.67333974559834,29.24020050900839,28.440367300427006,28.87949817244003,28.328652952186456,29.356246172695197,29.061539363616642,0.4616241521423391,29.24020050900839,28.378924408894704,28.469231885090633,29.42108714814623,29.583381008380055
51,Max Holmes,Geelong,13.80058921860371,13.829678342569567,13.763048085457001,13.619561515304488,13.560515432985252,13.887594155290817,13.997844101743548,13.633333486066096,13.772268628739388,13.674415369456034,13.932647407706071,13.770135976720178,0.13823011816740743,13.772268628739388,13.587086170028908,13.627686978053838,13.906065988781071,13.968505589426684
69,Shaun Mannagh,Geelong,9.48730521196866,9.627730473671583,9.587667244369745,9.658470057740963,9.390608097019104,9.422021087571311,9.562044810985968,9.92195951789606,9.45759752675919,9.710324439962601,9.60552955140755,9.584659819941159,0.150848241217349,9.587667244369745,9.404743942767597,9.44301118669216,9.679730354451834,9.826723732826004
54,Oliver Dempsey,Geelong,5.606848686876027,5.715000679045841,5.665042031684127,5.875157969028508,5.7283532410668485,5.674253244271164,5.690298498085665,5.770343219958917,5.743713914554685,5.801306344343132,5.854161387215853,5.738589019648251,0.08177593095850062,5.7283532410668485,5.633035692039672,5.670476647110479,5.822976911920947,5.865709507212813
284,Jeremy Cameron,Geelong,4.053284356558679,4.1185376268260905,4.151381891320097,4.137896956989555,4.179843896028501,4.0119071162756335,4.134594368494133,4.146735106915655,4.091589899966431,4.159333629956257,4.116927447057297,4.11836657239894,0.04928054848790437,4.134594368494133,4.030526874403004,4.075884627169253,4.1546421041609225,4.170614276295991
67,Tanner Bruhn,Geelong,3.1894389421629135,3.201745669228137,3.229719275850223,3.2517689007555677,3.1359242986655502,3.184565408280808,3.1655780464883083,3.3385755517215343,3.23059171790406,3.283847381059904,3.15804818959801,3.215436671065002,0.05959430027225211,3.201745669228137,3.1458800495851573,3.1624908051632863,3.2649210776803455,3.3139478749238007
85,Shannon Neale,Geelong,2.780730277007883,3.0780282795194642,2.9446388337760903,2.8179178820417716,3.0637800915775855,2.8076193116772896,2.9221070088976604,2.9442534954543267,2.9517438959467426,2.9271662519509007,2.943911609141228,2.9256269942719033,0.09517044216340866,2.943911609141228,2.792830342609116,2.813695468192334,2.9976787361553883,3.0716165949456187
295,Patrick Dangerfield,Geelong,2.360532260461797,2.502985065093639,2.5465433409823914,2.5843871270502023,2.4125204577580113,2.517009236714587,2.5583929488135,2.526465165340076,2.506683885814573,2.4964274116341776,2.515818977559046,2.5025241706565455,0.06406040011964038,2.515818977559046,2.3839269492450934,2.4620255605449493,2.551401680193146,2.5726897468436865
76,Lawson Humphries,Geelong,2.3234112965918983,2.388915424860976,2.2956094488182512,2.3920719317584274,2.334064617461182,2.3727997469723197,2.347164319640878,2.3768782931569223,2.420650375284765,2.335740681038089,2.3363466545979965,2.356695708198337,0.03652678127116502,2.347164319640878,2.3081202803163925,2.3296967559047754,2.3902095926889313,2.4077900756979127
68,Tom Stewart,Geelong,2.2799333229954577,2.103500663327933,2.0829249075702676,2.190306021455034,2.0733302437064727,2.116481538384157,2.17129920628095,2.179736067518977,2.2092508471710475,2.2132748017651043,2.122702519548663,2.158430921793097,0.06402012170190319,2.17129920628095,2.0776478424451805,2.09506460346729,2.210900668554611,2.2499369884417986
52,Tom Atkins,Geelong,1.9993904895476327,1.8351782124630465,1.9021312932959584,1.9608883442993423,1.8576731317680402,1.9911446716277386,1.951926863058845,1.83487410336627,1.8515401785221326,1.954287667013625,1.8217144773644152,1.905522675666095,0.06776252033735167,1.9021312932959584,1.8276363090652499,1.8350535277333682,1.9732934385039849,1.9956798714836803
60,Gryan Miers,Geelong,1.3841740982635686,1.4009240224631248,1.4188166947912912,1.4440112367331666,1.3162721802249986,1.308681687525054,1.3776246846194546,1.4361090645993373,1.395018651573483,1.4192625114914765,1.3644654998344554,1.3877600301926738,0.044392391961341565,1.395018651573483,1.312097409240029,1.344706238794578,1.4261695982656994,1.4404552592729434
71,Connor O'Sullivan,Geelong,1.3749678542216344,1.4086222801316628,1.4082797356658119,1.3388500783317308,1.4444614819293373,1.2786033377447281,1.4339610112556247,1.3600212526837054,1.3947280591106435,1.3584211963014863,1.3265483566869483,1.3752240585512103,0.04936988621208612,1.3749678542216344,1.3001785962687271,1.3338063724573699,1.4190111598924873,1.4397362701261667
89,Oisin Mullin,Geelong,1.1513331006604524,1.2293080457153043,1.1661558235755962,1.1868567021522158,1.1110764436689664,1.123751642702956,1.223309879818903,1.2354627091016415,1.159642622362434,1.2426263654627898,1.167028718177669,1.1815047321271754,0.045648411147581426,1.167028718177669,1.1167802832342617,1.1400247028978787,1.2318314577037026,1.239402720100273
82,Oliver Henry,Geelong,1.0797658536164627,1.056935637127949,1.1135972609467977,1.0134719780622068,1.1615830992618863,1.0986358454704348,1.103944832886192,1.118050966931807,1.1392666374218052,1.1160693986975212,1.1611515291204881,1.105679367231232,0.04388220462806296,1.1135972609467977,1.0330306246417909,1.070405464856172,1.1482394430182652,1.1613888926982572
83,Mark Blicavs,Geelong,1.0056609557342056,1.06954225006376,1.0195968797091643,0.9864410250271265,1.1624254993814724,1.0247889472544038,1.0148241218098173,0.9966035877431696,1.0179235345260143,1.0264724311526803,1.0254221996753625,1.0317910392797431,0.04818177912176262,1.0195968797091643,0.9910141782493459,1.0019474348578807,1.044131056906223,1.1206280371885018
72,James Worpel,Geelong,0.6129692403634351,0.6879957862088824,0.6622809511990372,0.5757657068892966,0.6470894309141632,0.5562330587531091,0.6208441022555238,0.6259548631889347,0.6449237080285193,0.7084954646488529,0.5939940740073641,0.6305951260415562,0.04598648282900655,0.6259548631889347,0.5650227504143935,0.5865204434889565,0.6728240335530737,0.6992706093508662
87,Sam De Koning,Geelong,0.5963707066455902,0.5811297454628516,0.606911982389927,0.5731740439989156,0.6580556163102975,0.5545608165835475,0.5216165598584523,0.5770087502354585,0.648518731469893,0.6067020352155231,0.5638751733895313,0.5898112874145442,0.03975736421449038,0.5811297454628516,0.5364414753847452,0.560056287099078,0.6239707495127131,0.6537640181321155
77,Zach Guthrie,Geelong,0.16441350232543242,0.20865704445392874,0.1847262656595278,0.21227797422489514,0.15208626218126373,0.1617397452708872,0.16033763482680552,0.15087980893080077,0.23521681077405554,0.1733796226346169,0.13181409771364702,0.17595716081780555,0.031161506446449386,0.16441350232543242,0.14039366776136622,0.1515916163485739,0.21014162566002498,0.22489433432693334
79,Mark OConnor,Geelong,0.14351014915164442,0.16269896397285002,0.17162899406387142,0.21612699584216563,0.15532317228033096,0.15761856420927384,0.15229797664116704,0.15048202467024946,0.20462993793302525,0.1756839211094769,0.1622515601153427,0.16838656908994523,0.022828350875603486,0.1622515601153427,0.14664749313501668,0.15155343633309082,0.18755178800713174,0.21095331978305246
84,Jack Martin,Geelong,0.11864121909985502,0.164735479488321,0.16629591413290978,0.14665446694419418,0.11674265592253792,0.11899451052802984,0.15282799515926535,0.16306350681638482,0.17540974674274745,0.1778593459302589,0.13885125843337345,0.14909782719980708,0.022935650707862503,0.15282799515926535,0.11759700935233061,0.11884966104247817,0.17003258550294323,0.17675702629587875
74,Jhye Clark,Geelong,0.07317434821179815,0.11421968162518004,0.08887158239839725,0.10474430939062417,0.08627847346273883,0.07670816254364661,0.10813656879032958,0.09953409684507446,0.11708568683942595,0.1040087026138819,0.0942329649648341,0.09699950706235737,0.014517549508403551,0.09953409684507446,0.07476456466112996,0.08235464598591102,0.11063064505261827,0.11579598449301529
507,Jack Bowes,Geelong,0.056907513088252544,0.09978840041923928,0.08300022188939134,0.09559177017951,0.04923541236568535,0.06657324277328439,0.09164613956614777,0.09764434316731033,0.1066295800898421,0.10176339293575769,0.09644229176776771,0.08592930074928987,0.01953726575407953,0.09559177017951,0.052687857690840584,0.06261029360242133,0.10059814735101183,0.1044397958705041
286,Mitchell Edwards,Geelong,0.034227333366436026,0.08650318323115214,0.13639306604261964,0.06420124958501941,0.28769536005640817,0.10230548000291818,0.052932197899113076,0.1229070449989866,0.14060451921689368,0.04308590561798661,0.08642709055581053,0.10520749368848582,0.07061377680838841,0.08650318323115214,0.03821369087963379,0.04889521806385123,0.138119761844072,0.2215044816786265
451,Oliver Wiltshire,Geelong,0.07490386159544589,0.08977925805921386,0.09750136608189632,0.0665565169457826,0.05244096209388165,0.056999791868135655,0.08381158228427571,0.11053876694390039,0.0994960100529759,0.09480644555205582,0.0759101974337014,0.08206770535556958,0.018475135776668428,0.08381158228427571,0.05449243549229595,0.06263825966394736,0.09831917011003895,0.10556952634298436
80,Jack Henry,Geelong,0.03867345829375926,0.07295126906909725,0.07928205960485221,0.07557609237771848,0.07111414696367645,0.06059766191148369,0.08632890581573492,0.0866060586067964,0.10325326870433524,0.07546804527081759,0.07610579063113856,0.07508697793176455,0.016210060339985594,0.07557609237771848,0.04853934992173525,0.06680238809227741,0.08644253846007013,0.09576202416044274
570,Rhys Stanley,Geelong,0.03232459456278184,0.053646738944102754,0.047824937782568036,0.039490500128708785,0.0587264220913617,0.039414917492996304,0.04616044566423711,0.038521406503308125,0.06018613879381216,0.046097927689275495,0.059968426556884134,0.04748749601909423,0.009615131444329197,0.04616044566423711,0.03511315993601867,0.03904857798722415,0.0592356439222259,0.06008816828719455
88,Brad Close,Geelong,0.029888209861748935,0.03458427859766077,0.06392128953787038,0.02881800288496674,0.01472545175719128,0.02453223055267599,0.041101198683037854,0.056487815320273665,0.06445934673675223,0.037765148539458226,0.034190164645153856,0.039133921556071816,0.016151520807589626,0.03458427859766077,0.0191385022151594,0.027060836228727535,0.05953553974948832,0.0642172209972554
646,Jay Polkinghorne,Geelong,0.005096916047044657,0.018443806759053535,0.032898138588534985,0.011421493702208227,0.01338744717912087,0.006529897794787781,0.03297913156439117,0.005102001510513586,0.036300928874902855,0.03805802877112081,0.014432894140803652,0.01951369863022565,0.013039394522502504,0.014432894140803652,0.005099204505605675,0.005944460318235361,0.03434106846170096,0.037267333817822726
521,Jake Kolodjashnij,Geelong,0.0015125874023563263,0.01686436482457898,0.020399595485812574,0.0,0.014323004937569097,0.0,0.028891935767671986,0.00921830489406188,0.028164044419325275,0.004865250822500169,0.0015178762705330682,0.011432451347673577,0.010996296719995791,0.00921830489406188,0.0,0.0008924265673902327,0.023583019548552783,0.028564384660915966
614,George Stevens,Geelong,0.00025648884112535684,0.0045747444760118,0.014120193887905141,0.010157495665460847,0.0,0.008402147489177341,0.007934577422036262,0.0022169294008165187,0.010771944959180225,0.009801275452460755,0.006052024029181078,0.006753438329395939,0.004572150653976751,0.007934577422036262,0.00011541997850641057,0.0014131487713431425,0.010409419875885792,0.012613481869978925
81,Mitch Knevitt,Geelong,0.0,0.00041835436926195387,0.0,0.0,0.0,0.0,0.0,0.0011609518604384875,0.0,0.0,0.0,0.00014357329360913104,0.0003600115836359493,0.0,0.0,0.0,0.00017152529139740114,0.0008267829894090465
46,Christian Petracca,Gold Coast,10.426413969207184,10.175325144935144,10.417587368370725,10.183582331761306,10.183796926696749,10.196469798504618,10.381885234090168,10.039284496082567,10.162816286832152,10.255213501202803,10.275672652100827,10.24527706452584,0.12094627788369525,10.196469798504618,10.09487380191988,10.170196513112916,10.396523109145196,10.422441998830777
503,Matt Rowell,Gold Coast,10.343713751120642,10.152410881139811,9.901124792108973,10.064615158568783,10.09106027761264,10.046181947934304,9.959787787150105,10.102627074782419,9.925365204717687,10.15596977622194,10.107022881297302,10.077261775695872,0.12392794234087633,10.09106027761264,9.912032977782895,9.945674528352814,10.153870028123485,10.259228962416227
50,Noah Anderson,Gold Coast,9.877016539070905,9.796819104568907,9.481332616872283,9.947666510923526,9.621319326739888,9.943897659580442,9.583592310013273,9.398427757933016,9.715328548344463,9.819103799218118,9.83096147556499,9.728678695348163,0.18508393976438214,9.796819104568907,9.435734944455685,9.541665835825468,9.904437798479815,9.945970527819139
49,John Noble,Gold Coast,7.833848277031793,7.9685276881799,8.383221822118818,8.214412421205939,8.130051027369298,8.298433005980776,8.097798708827568,7.893031579949283,8.139108831076216,7.872759527026984,8.245679718173935,8.097897509721863,0.18408902578582126,8.130051027369298,7.851358339529629,7.884720038251141,8.26730856617474,8.345066854856698
48,Touk Miller,Gold Coast,7.680524862674296,7.731324861389851,7.581886902498804,7.921998400792792,7.714508580810355,7.874039597740893,7.801467723203375,7.561281539226901,7.790334112422086,7.94832036336146,7.858820262385576,7.769500655136945,0.12905297018793385,7.790334112422086,7.570553952699257,7.6400832990023435,7.893702706992172,7.9364754802055595
75,Bodhi Uwland,Gold Coast,4.669311327370238,4.701638439536775,4.66770537235742,4.610185863392554,4.736295028933557,4.814454242810212,4.693187706756035,4.634925011410718,4.657869485393166,4.707339722618498,4.726653728916253,4.692687811772312,0.055410639333557214,4.693187706756035,4.621318480000728,4.648462251060362,4.730606661923348,4.779282596565717
57,Ben King,Gold Coast,2.132703246286185,2.295036990574993,2.260316515542203,2.1660084242941053,2.2747279264690916,2.1596383533466526,2.220174657064637,2.2963322333958573,2.2277556945712815,2.157854115561595,2.187295938590974,2.216167645063416,0.05923458492670669,2.220174657064637,2.1440211374601192,2.158906815854779,2.283054642752511,2.2957493741264683
61,Jarrod Witts,Gold Coast,1.5701213960228668,1.4511056583901594,1.5814943856700923,1.5015387152315314,1.8208431698041554,1.6124884815372733,1.4801333645147332,1.5677530679100313,1.467241960669335,1.383572518391485,1.5152472044098868,1.5410490838683228,0.11439237455937487,1.5152472044098868,1.4139624313908885,1.4606260767348729,1.5942019649756365,1.7270835600840582
47,Bailey Humphrey,Gold Coast,1.4788625074214472,1.492205830548153,1.5361134744820863,1.5011629327590523,1.46404194149472,1.5120778049317605,1.4817760077029725,1.5490103141260592,1.488352072012574,1.4987767717225655,1.491022253981995,1.4994001737439442,0.024899540119467198,1.492205830548153,1.4707111961617472,1.480581472587547,1.5219324294473942,1.5432067362862714
55,Daniel Rioli,Gold Coast,1.300920988285591,1.2817307183875253,1.2800491043891957,1.3340164669325811,1.292450929653677,1.2306751572939778,1.2697986676836739,1.3323327577037594,1.3284804127046776,1.2630462182479256,1.3160073015752534,1.2935917020779852,0.032697773004481304,1.292450929653677,1.2452421347232543,1.2670301634150172,1.330059874154301,1.3332587977796113
59,Mac Andrew,Gold Coast,1.3055189339956865,1.2774519835706983,1.190290356559486,1.1724492419102257,1.22060988663836,1.1795324638639564,1.2340845799769153,1.2313580350342883,1.2389203441645877,1.3216616210610412,1.2496429623844572,1.2383200371963368,0.0485831639966005,1.2340845799769153,1.1756366917894046,1.185879620554319,1.2889594332449434,1.3143974118816315
53,Sam Collins,Gold Coast,1.0710176544576158,1.114925761195485,1.1148750926376394,1.0428317597367167,0.9685562221153171,1.0308217466983367,1.1117273314305984,1.0780833399583827,1.079537016739772,1.1863858294288243,1.09000169182374,1.0807966769293118,0.0558193211445497,1.079537016739772,0.9965757081776759,1.0379076543909809,1.1148958667463562,1.1542287987238216
561,Ned Moyle,Gold Coast,0.9634852312847271,1.0055448588740783,1.0817479453801127,0.940796407511189,1.1938225460676257,0.8910417331089827,1.0188065242283915,0.9829993121912493,1.0841161987362098,0.9830697634747868,0.9671062997863075,1.0102306200585145,0.08302198480947569,0.9830697634747868,0.9134313365899756,0.9541828135375765,1.0827189292561126,1.1444546897684884
65,Zeke Uwland,Gold Coast,0.8116276133304291,0.8875750310224368,0.814601938239529,0.8963699553669596,0.8909365824551172,0.8324012414650225,0.854149649218368,0.8598853175500828,0.863591729785931,0.8543891499354884,0.8393465389614746,0.8549886133937128,0.029037432423140917,0.8543891499354884,0.812966059539524,0.8251035271425702,0.8889532671098358,0.8939249375566305
64,Ben Long,Gold Coast,0.7135311781870708,0.8270265215067079,0.7997749193754627,0.7766614501207735,0.804269194353551,0.819060362236334,0.8109570708291224,0.8382610428940659,0.7426451130805872,0.8321295823376096,0.8249576464474976,0.799024916488071,0.039562400559425746,0.8109570708291224,0.7266324488891532,0.7627147519342972,0.8291187764473775,0.8355018856436606
62,Joel Jeffrey,Gold Coast,0.44616042886399604,0.44917675044714295,0.47401518436044576,0.4564163118121825,0.4316387943682928,0.42519016042645225,0.43643547997063836,0.4261611644559305,0.44857734008829064,0.4593307934996657,0.41832405453921134,0.44285695116656815,0.01693949543374638,0.44616042886399604,0.42141380218846974,0.4257630528038444,0.4576112493040506,0.46740720847309475
91,Ethan Read,Gold Coast,0.24495376517937176,0.2604871702594825,0.22685856598098633,0.23131241731545527,0.23239020607719346,0.22133866763684917,0.26193180202941857,0.2824741661386819,0.2673489409992261,0.2831290816334524,0.24111920544898016,0.25030399897264527,0.021966080370129672,0.24495376517937176,0.2238226218917109,0.22948633826832301,0.273550283306403,0.28283436966080566
58,Wil Powell,Gold Coast,0.18877531095698605,0.24046579378390645,0.2746882578636353,0.2782850570052382,0.22518250840571988,0.21421260158892586,0.24357593454047388,0.22139630601080196,0.2794924121835025,0.24268303383407236,0.19903737194298995,0.23707223528329566,0.03112416358091205,0.24046579378390645,0.1933932384006878,0.20799075743409215,0.2761629455116925,0.2789491023532836
56,Alex Davies,Gold Coast,0.13744163613425547,0.1625383392767415,0.17651425140168822,0.1668277169733062,0.14334557310191176,0.15086667157584827,0.14942168705299028,0.14554632796127576,0.1599710370393347,0.17177410267630186,0.13067412628943234,0.15408376995300788,0.014594093916852326,0.15086667157584827,0.13371950571960275,0.14092495894517268,0.16885573511153443,0.17438118447526435
70,Leonardo Lombard,Gold Coast,0.12583274380989315,0.14261971438595797,0.1791803582166812,0.16075908368882755,0.11848248711775676,0.1165340823803613,0.14572615025529448,0.19530813068942193,0.18377938246184644,0.15000357811722215,0.15916614411194624,0.15249016865774628,0.026357246412325282,0.15000357811722215,0.11741086451218925,0.12281913856611723,0.18106595815719895,0.19012019398701294
63,Lachie Weller,Gold Coast,0.07852629302885421,0.09410882259161292,0.10044172198019354,0.09127882999042623,0.087479911330715,0.08115405270208853,0.08721115485148691,0.1015146785107272,0.11167937426342266,0.11845575140401243,0.09445605525070537,0.09511878599129502,0.012229146586404964,0.09410882259161292,0.07970878488180966,0.08472774297023357,0.10568220376933234,0.11540638169074703
502,Jed Walter,Gold Coast,0.035690472850731916,0.12828014424706893,0.1124850234047207,0.03635271758401775,0.056149260565226546,0.03204072499845288,0.08938636000756121,0.12226267876233704,0.09459423539845305,0.08990842416461348,0.06672210215661536,0.07853383128543624,0.03530110638913501,0.08938636000756121,0.03368311153197845,0.036081197243370555,0.11649386210134341,0.12557228477893959
66,Sam Clohesy,Gold Coast,0.04877306607262141,0.051921632636230085,0.06021044516403364,0.06411909671308916,0.04798515793014339,0.046230866847398654,0.03370012677978436,0.06654456690179011,0.06152246030171262,0.04978064108097243,0.04532362167092652,0.052373789281700216,0.00979374661948613,0.04978064108097243,0.03893069948079833,0.04585889632504508,0.062587081230377,0.06545310531687468
500,Lachlan Gulbin,Gold Coast,0.020323855562526746,0.05995861645406857,0.041665483659547316,0.03145854613104913,0.05321372229444962,0.029276517630887802,0.04881255571257227,0.05874566483668104,0.03717514199612231,0.04723299037468819,0.05098882193208222,0.04353199241678866,0.012742485727891021,0.04723299037468819,0.02435255349328922,0.030563914445982984,0.055481818736764506,0.05941278822624418
549,Jamarra Ugle-Hagan,Gold Coast,0.028874988647071484,0.0327770591032413,0.043346822967576186,0.025819685345937853,0.02202122099731651,0.029662024189083893,0.035407140915937954,0.03730759922784706,0.037425239820777674,0.034616234770029425,0.03448169502199495,0.03288542827334675,0.005966158594232274,0.03448169502199495,0.023730529954196115,0.027622314293606696,0.03735583187094861,0.04068211055151685
90,Will Graham,Gold Coast,0.02144610924640453,0.033427319264109974,0.04861121028910488,0.026387484409109385,0.021217825463825446,0.031186218167166557,0.019309785732189173,0.05275420581867257,0.0599585947732836,0.03611470805895773,0.03444081139553743,0.03498675205621466,0.013549887279426073,0.033427319264109974,0.020168403611425495,0.021352512895547106,0.050309838456227635,0.05671661974370863
435,Charlie Ballard,Gold Coast,0.010824410265062515,0.036095712140228164,0.03795747696953132,0.013244255176343821,0.03209050911318354,0.010511350986997408,0.04224181177857644,0.04379009603070008,0.03984731527665341,0.03208898552976195,0.012207987914174613,0.028263628289201204,0.013630363400226855,0.03209050911318354,0.010652227662126706,0.011640721078038653,0.040829058842441854,0.04309336811724444
625,Beau Addinsall,Gold Coast,0.013539838256187563,0.024815959070867637,0.025930726776724443,0.029870116947549465,0.02072874418738463,0.01498393454077232,0.022752850706416708,0.025534622357971416,0.024739633611406475,0.021910783763591957,0.024769675774371894,0.022688807817567682,0.0048037543515701995,0.024739633611406475,0.014189681584250704,0.01837337223227358,0.025697025169660156,0.0280973913706782
408,Jake Rogers,Gold Coast,0.014040489885017255,0.014918111768366046,0.014341290780726237,0.011860432290816887,0.0035652091417702927,0.0026275474785365095,0.007766774105017863,0.041889961039560275,0.020903589164212626,0.009904221594231419,0.007540897542840501,0.013578047708281448,0.010791922136632177,0.011860432290816887,0.003049495226991712,0.005910865298401716,0.017372157500663146,0.03244609369565381
73,Oscar Adams,Gold Coast,0.0,0.007084155825635688,0.005818741384080623,0.0007576186050681879,0.0,0.0,0.007742603784613277,0.025815396427274172,0.014145803432392075,0.013058354937962216,0.0,0.006765697672456931,0.00823469902642453,0.005818741384080623,0.0,0.0,0.01350420882067846,0.020564079579577215
569,Ben Jepson,Gold Coast,0.0,0.006715985439415215,0.003594986625821809,0.0,0.0,0.0,0.006050660282763496,0.012935833404020722,0.007001388717223334,0.005369020397085505,0.007733099125411463,0.004490997635612868,0.004216179000704343,0.005369020397085505,0.0,0.0,0.007301389984580467,0.01059460297864655
577,Nick Holman,Gold Coast,0.0,0.015413924795699835,0.012941828298710139,0.0036347533330369037,0.0,0.0022577090881614947,0.003116814538585911,0.02187768949686956,0.012874349978818167,0.0050004531791214765,0.005267235517683621,0.007489523475153374,0.00716387547817362,0.0050004531791214765,0.0,0.001332048362015282,0.013955387862475915,0.018968995381343178
86,Jy Farrar,Gold Coast,0.0,0.0016438992750178922,0.0010393960251454527,0.0,0.0,0.0,0.003598356610489622,0.010382324926107422,0.004638927563428898,0.004778184367320831,0.0,0.002371008069773647,0.0032716328177474106,0.0010393960251454527,0.0,0.0,0.004696022853024591,0.00786046167465345
